date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:23:30	126211/126211	---M-Z	200	added ('OK')	text/html	etag:%221ed03-61f78724d5a74-gzip%22	https://mannatthemes.com/metrica/default/index.html	C:/Users/Xeven/Downloads/Metrica/mannatthemes.com/metrica/default/index.html	(from )
23:23:31	279/279	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2001%20Dec%202024%2018:24:18%20GMT	https://mannatthemes.com/robots.txt		(from )
23:23:32	255432/255432	---M-Z	200	added ('OK')	text/css	etag:%223e5c8-61f7872475f34-gzip%22	https://mannatthemes.com/metrica/default/assets/css/bootstrap.min.css	C:/Users/Xeven/Downloads/Metrica/mannatthemes.com/metrica/default/assets/css/bootstrap.min.css	(from https://mannatthemes.com/metrica/default/index.html)
23:23:32	101563/101563	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%2218cbb-61f7872490514%22	https://mannatthemes.com/metrica/default/assets/images/favicon.ico	C:/Users/Xeven/Downloads/Metrica/mannatthemes.com/metrica/default/assets/images/favicon.ico	(from https://mannatthemes.com/metrica/default/index.html)
23:23:34	151018/151018	---M-Z	200	added ('OK')	text/css	etag:%2224dea-61f787246f1d4-gzip%22	https://mannatthemes.com/metrica/default/assets/css/app.min.css	C:/Users/Xeven/Downloads/Metrica/mannatthemes.com/metrica/default/assets/css/app.min.css	(from https://mannatthemes.com/metrica/default/index.html)
23:23:34	1907/1907	---M--	200	added ('OK')	image/png	etag:%22773-61f7872490514%22	https://mannatthemes.com/metrica/default/assets/images/logo-sm.png	C:/Users/Xeven/Downloads/Metrica/mannatthemes.com/metrica/default/assets/images/logo-sm.png	(from https://mannatthemes.com/metrica/default/index.html)
23:23:34	419611/419611	---MCZ	200	added ('OK')	text/css	etag:%226671b-61f7872479db4-gzip%22	https://mannatthemes.com/metrica/default/assets/css/icons.min.css	C:/Users/Xeven/Downloads/Metrica/mannatthemes.com/metrica/default/assets/css/icons.min.css	(from https://mannatthemes.com/metrica/default/index.html)
23:23:34	10693/10693	---M--	200	added ('OK')	image/jpeg	etag:%2229c5-61f787249c094%22	https://mannatthemes.com/metrica/default/assets/images/users/user-4.jpg	C:/Users/Xeven/Downloads/Metrica/mannatthemes.com/metrica/default/assets/images/users/user-4.jpg	(from https://mannatthemes.com/metrica/default/index.html)
23:23:35	656/656	---M--	200	added ('OK')	image/png	etag:%22290-61f7872490514%22	https://mannatthemes.com/metrica/default/assets/images/logo-dark.png	C:/Users/Xeven/Downloads/Metrica/mannatthemes.com/metrica/default/assets/images/logo-dark.png	(from https://mannatthemes.com/metrica/default/index.html)
23:23:35	653/653	---M--	200	added ('OK')	image/png	etag:%2228d-61f7872490514%22	https://mannatthemes.com/metrica/default/assets/images/logo.png	C:/Users/Xeven/Downloads/Metrica/mannatthemes.com/metrica/default/assets/images/logo.png	(from https://mannatthemes.com/metrica/default/index.html)
23:23:35	136767/136767	---M-Z	200	added ('OK')	text/html	etag:%222163f-61f78724cdd74-gzip%22	https://mannatthemes.com/metrica/default/crypto-index.html	C:/Users/Xeven/Downloads/Metrica/mannatthemes.com/metrica/default/crypto-index.html	(from https://mannatthemes.com/metrica/default/index.html)
23:23:36	111537/111537	---M-Z	200	added ('OK')	text/html	etag:%221b3b1-61f78724ccdd4-gzip%22	https://mannatthemes.com/metrica/default/crm-index.html	C:/Users/Xeven/Downloads/Metrica/mannatthemes.com/metrica/default/crm-index.html	(from https://mannatthemes.com/metrica/default/index.html)
23:23:36	144260/144260	---M-Z	200	added ('OK')	text/html	etag:%2223384-61f78724d79b4-gzip%22	https://mannatthemes.com/metrica/default/projects-index.html	C:/Users/Xeven/Downloads/Metrica/mannatthemes.com/metrica/default/projects-index.html	(from https://mannatthemes.com/metrica/default/index.html)
23:23:36	108430/108430	---M-Z	200	added ('OK')	text/html	etag:%221a78e-61f78724ced14-gzip%22	https://mannatthemes.com/metrica/default/ecommerce-index.html	C:/Users/Xeven/Downloads/Metrica/mannatthemes.com/metrica/default/ecommerce-index.html	(from https://mannatthemes.com/metrica/default/index.html)
23:23:37	120221/120221	---M-Z	200	added ('OK')	text/html	etag:%221d59d-61f78724d1bf4-gzip%22	https://mannatthemes.com/metrica/default/helpdesk-index.html	C:/Users/Xeven/Downloads/Metrica/mannatthemes.com/metrica/default/helpdesk-index.html	(from https://mannatthemes.com/metrica/default/index.html)
23:23:37	129873/129873	---M-Z	200	added ('OK')	text/html	etag:%221fb51-61f78724d3b34-gzip%22	https://mannatthemes.com/metrica/default/hospital-index.html	C:/Users/Xeven/Downloads/Metrica/mannatthemes.com/metrica/default/hospital-index.html	(from https://mannatthemes.com/metrica/default/index.html)
23:23:37	86623/86623	---M-Z	200	added ('OK')	text/html	etag:%221525f-61f787246a3b4-gzip%22	https://mannatthemes.com/metrica/default/analytics-customers.html	C:/Users/Xeven/Downloads/Metrica/mannatthemes.com/metrica/default/analytics-customers.html	(from https://mannatthemes.com/metrica/default/index.html)
23:23:38	99168/99168	---M-Z	200	added ('OK')	text/html	etag:%2218360-61f787246a3b4-gzip%22	https://mannatthemes.com/metrica/default/analytics-reports.html	C:/Users/Xeven/Downloads/Metrica/mannatthemes.com/metrica/default/analytics-reports.html	(from https://mannatthemes.com/metrica/default/index.html)
